"crossover","mutation","elitism","mutation_prob","crossover_prob","best_fitness","best_solution"
"partially_matched","scramble_mutation",0.2,0.3,0.8,-10431.1573570983,"5|15|40|39|32|45|36|49|3|17|19|41|8|9|10|33|43|4|51|12|11|52|14|13|25|6|24|48|1|18|31|23|21|7|2|42|30|29|50|20|22|35|34|46|28|27|26|47|16|44|37|38"
"partially_matched","scramble_mutation",0.2,0.3,0.9,-9257.48954219152,"37|24|12|51|11|52|14|13|47|26|27|28|45|19|41|8|9|10|33|43|32|49|35|1|22|31|18|3|17|21|42|7|2|30|23|29|16|46|48|6|25|4|15|5|38|40|39|36|20|50|44|34"
"partially_matched","scramble_mutation",0.3,0.1,0.6,-10692.4740005576,"48|46|44|16|20|30|1|49|36|35|34|37|38|25|12|11|51|33|10|32|22|23|50|29|47|14|52|13|26|27|28|31|21|42|2|7|17|18|3|41|9|8|19|45|39|40|43|4|6|15|5|24"
"partially_matched","scramble_mutation",0.3,0.1,0.8,-9323.11564877646,"49|32|3|17|21|42|7|2|30|37|48|24|25|4|6|15|5|38|40|43|10|9|33|51|11|12|28|27|13|52|14|47|26|46|44|16|29|50|20|23|1|22|31|18|41|8|19|45|39|34|35|36"
"partially_matched","scramble_mutation",0.3,0.1,0.9,-9701.74487664121,"44|50|20|29|30|42|2|7|17|3|18|22|31|21|23|16|46|48|24|5|15|6|4|12|11|51|33|43|38|40|39|37|25|28|26|27|13|52|14|47|45|19|41|8|9|10|32|1|49|36|35|34"
"partially_matched","scramble_mutation",0.3,0.2,0.6,-9827.33539933902,"15|5|24|48|38|37|40|39|45|32|49|36|44|16|29|47|26|51|11|52|14|13|27|28|12|33|43|50|20|42|2|7|17|41|8|9|10|19|3|18|21|30|23|31|22|1|35|34|46|25|4|6"
"partially_matched","scramble_mutation",0.3,0.2,0.8,-9588.63115714803,"37|38|48|24|5|15|6|25|12|51|33|10|9|8|41|46|26|47|14|52|11|13|27|28|4|43|45|19|3|17|21|42|7|2|30|20|23|31|18|22|1|32|49|36|35|50|29|16|44|34|39|40"
"partially_matched","scramble_mutation",0.3,0.2,0.9,-9966.13217363778,"48|46|37|38|40|39|34|35|36|49|1|44|16|29|50|20|23|30|21|31|22|32|45|19|41|8|9|10|33|11|52|14|13|43|18|3|17|42|7|2|47|26|27|28|12|51|25|4|6|15|5|24"
"partially_matched","scramble_mutation",0.3,0.3,0.6,-9279.46590576312,"10|33|51|12|25|27|13|14|52|11|28|26|47|16|29|30|2|7|42|21|17|3|19|41|8|9|45|18|31|23|20|50|1|22|32|49|36|35|34|44|46|37|39|40|38|48|24|5|15|6|4|43"
"partially_matched","scramble_mutation",0.3,0.3,0.8,-9784.94423373253,"22|1|32|49|36|39|40|37|48|24|25|4|6|15|10|9|8|38|5|46|16|44|34|35|3|41|19|45|43|33|51|27|13|14|52|11|12|28|26|47|29|30|2|7|42|17|21|23|50|20|31|18"
"partially_matched","scramble_mutation",0.3,0.3,0.9,-9741.20471269724,"5|15|6|25|4|43|33|51|27|26|47|13|14|52|11|12|28|23|31|22|1|35|37|40|39|49|32|18|3|17|7|2|42|30|21|19|10|9|8|41|45|36|34|44|50|20|29|16|46|48|24|38"
"cycle","swap_mutation",0.1,0.1,0.6,-9053.15390898463,"14|47|29|20|23|31|18|3|17|42|7|2|30|21|22|1|15|6|4|46|16|50|44|34|39|40|38|5|24|48|37|35|36|49|32|45|19|41|8|9|10|43|33|51|11|12|25|28|26|27|13|52"
"cycle","swap_mutation",0.1,0.1,0.8,-9948.27097440247,"4|12|28|25|48|46|16|22|18|31|21|17|3|41|8|33|51|11|52|14|13|27|26|47|29|50|44|34|36|35|39|40|37|38|24|5|15|43|10|9|19|45|32|49|1|20|30|42|7|2|23|6"
